Id,SalePrice
1461,111056.81213224752
1462,161968.27504733397
1463,180411.7159774465
1464,187439.66879881916
1465,212803.7129461215
1466,172349.43674187802
1467,179275.8651252678
1468,154938.3617297823
1469,198703.55252853554
1470,116754.74693813147
1471,176783.95943804635
1472,104158.41466559646
1473,98171.43833008483
1474,139728.91657019305
1475,104293.42435263663
1476,378970.26755097683
1477,264267.19461044227
1478,285349.54682012036
1479,282852.348598882
1480,468631.59245919803
1481,301678.5788446622
1482,208167.52142976687
1483,177438.70325502078
1484,161196.07300883712
1485,183999.23794538248
1486,195400.14917741454
1487,323540.7967999011
1488,230000.87650334585
1489,207321.13957352153
1490,247968.4621969728
1491,200446.07517865626
1492,89657.74519579484
1493,165154.62708886806
1494,303636.74876625877
1495,295336.251225952
1496,235158.35075037665
1497,176854.62821883886
1498,158768.63206572516
1499,151370.47588673135
1500,143400.2327521139
1501,188834.92096547873
1502,127399.58426686763
1503,283983.42954407557
1504,234067.2493800393
1505,226298.89734962242
1506,182697.83753313366
1507,263147.2393734689
1508,202940.06527595676
1509,143793.05861333548
1510,146311.780273912
1511,162067.48875113396
1512,189147.39997169073
1513,162752.69592727828
1514,164451.32873596594
1515,215571.8006401219
1516,161624.40695569056
1517,169182.8053148862
1518,116574.44515289256
1519,223331.10105025631
1520,125262.10013957531
1521,139944.53474372908
1522,192997.8502989285
1523,104858.79537083818
1524,132673.5495488254
1525,115604.56352630946
1526,107594.66181611261
1527,99478.82674121833
1528,130226.41280339149
1529,151403.52171259033
1530,191414.09928568406
1531,118895.15553828145
1532,95928.92287822365
1533,169172.0201297952
1534,141985.64354974468
1535,164741.80859937097
1536,96835.41287698438
1537,51004.30337323446
1538,148067.8744981008
1539,208906.97680868837
1540,127555.6328799653
1541,141221.9439188784
1542,150749.28182205657
1543,201856.37918318165
1544,86137.94924853089
1545,122719.4701340702
1546,137452.39100511084
1547,149208.21553811675
1548,149328.81998245863
1549,124191.60529798096
1550,142958.17007103746
1551,117726.97091016009
1552,149920.19224233102
1553,155505.01449856817
1554,113966.51120522356
1555,171771.04472277596
1556,77941.27606308644
1557,133735.93287031178
1558,101164.11733433449
1559,81136.62132455492
1560,125181.108100479
1561,140624.77164128836
1562,130764.65725089626
1563,127602.86468538566
1564,177651.37443599853
1565,142592.08847924418
1566,222754.99570214064
1567,69015.56954218651
1568,234359.78698977616
1569,140579.99671231108
1570,130062.33181079311
1571,103293.73438543749
1572,150904.97781432723
1573,271500.3986086824
1574,138217.96872508258
1575,232524.06641310104
1576,244452.85231969145
1577,183183.85616785518
1578,151032.25898647672
1579,139475.74243782123
1580,190810.72316779534
1581,136889.92836912163
1582,121916.63858597097
1583,290675.4265024604
1584,221620.9841213348
1585,140592.18815058237
1586,30700.089298592677
1587,95896.9143046658
1588,150679.26704181763
1589,107829.1647378632
1590,141213.94738903746
1591,93090.20856519089
1592,132599.61495963667
1593,117958.85290330023
1594,149541.23070130404
1595,113748.8794865599
1596,226081.51514752413
1597,194275.40246549755
1598,220447.95241048507
1599,187339.06085387475
1600,175122.3092305556
1601,51168.033908238824
1602,125223.41485038123
1603,49390.72844845723
1604,266921.81196090137
1605,230258.49093110315
1606,165012.40300841857
1607,164550.34238851105
1608,202710.22146682983
1609,196725.46235125963
1610,153581.32783651407
1611,130992.85283403976
1612,183746.5195972428
1613,160222.01523763294
1614,120642.29765694198
1615,84761.45983340198
1616,65075.4362752928
1617,76690.77414817788
1618,109532.22902080226
1619,141121.00443125202
1620,157622.18491147674
1621,140041.1405437342
1622,140083.38391485554
1623,254472.35846573877
1624,217031.86204398764
1625,119086.03622551859
1626,177320.69978707633
1627,189206.5405284462
1628,267361.1220305533
1629,179934.29519217194
1630,370036.5455222017
1631,246322.52904695718
1632,250296.78350039746
1633,167707.52020846677
1634,173593.19492859254
1635,176569.8577867557
1636,146260.66402421414
1637,201544.03205693848
1638,185123.899787358
1639,176775.5313332318
1640,258055.43433283293
1641,181194.3994094187
1642,245095.2937157893
1643,219478.35725983934
1644,224617.24044801752
1645,228280.49333892352
1646,149569.53173200402
1647,148409.5501988306
1648,132274.54412379727
1649,132925.93679266892
1650,105234.10832602836
1651,102037.51870497284
1652,98659.99930473247
1653,103547.23459682926
1654,144482.87485535935
1655,134056.78514587018
1656,137224.96841639184
1657,152214.88286308918
1658,140115.80848837623
1659,116955.59321281107
1660,146038.47016354272
1661,438413.46919292305
1662,376157.9488276349
1663,393919.1914717476
1664,492759.3361724484
1665,332109.2634296656
1666,307770.18632010487
1667,362690.6468225932
1668,357567.3507117945
1669,306424.6714022764
1670,359786.4761391014
1671,281230.2620385648
1672,396031.2481915267
1673,300078.7367943838
1674,252274.04436522193
1675,215596.63195443156
1676,214724.36964455902
1677,224434.23533106514
1678,478160.01519022323
1679,358783.964430992
1680,337550.0918255574
1681,274306.26061210484
1682,302146.539537318
1683,195827.04990320225
1684,169022.4855154463
1685,172695.38502761093
1686,162883.2086520228
1687,173739.97145653964
1688,183966.59267394294
1689,186188.4026656039
1690,188918.49937524603
1691,173151.43189167403
1692,242885.3211412268
1693,174529.25750269275
1694,173764.01251461016
1695,170268.19693601617
1696,268209.266363205
1697,170061.5669870721
1698,345027.38110014104
1699,327535.701841244
1700,270791.995600812
1701,288258.6979808121
1702,245914.6487375897
1703,232854.44741064621
1704,287734.38249450683
1705,243130.78549745562
1706,378299.7627649052
1707,218302.66178453225
1708,202952.37134332093
1709,256193.2944347699
1710,224011.47303137337
1711,259354.6242069078
1712,257341.69700662972
1713,274643.2749959125
1714,225381.04817300037
1715,204528.572204188
1716,187593.13457598595
1717,168482.9040397958
1718,151881.31058818212
1719,216116.4195679092
1720,217780.7246499136
1721,147155.8607841312
1722,119174.68532176805
1723,148080.05603335594
1724,214739.54498663687
1725,237473.04852464667
1726,190258.8559816621
1727,146448.481364323
1728,154170.42595397966
1729,166086.15251202224
1730,159766.6886208161
1731,119900.31730625474
1732,122352.2085083694
1733,112516.81606830856
1734,113399.35069224553
1735,100544.8446143418
1736,90571.77062512632
1737,286435.451858355
1738,255670.16953688298
1739,274076.3165854356
1740,228596.0679437986
1741,200163.751649745
1742,171278.8762292311
1743,161400.65800724394
1744,351448.9616408571
1745,234021.92821520317
1746,207932.4295617223
1747,215009.20921782567
1748,223266.99788194126
1749,136822.86364787805
1750,124289.25073309374
1751,239267.0267950948
1752,116755.74944959079
1753,161233.69101279264
1754,196221.59305392607
1755,174264.80525672442
1756,132446.1071372783
1757,113353.0226758352
1758,139718.7671576111
1759,161532.60110709962
1760,160576.9000519495
1761,169652.59270632293
1762,182203.49609335873
1763,180876.67635825934
1764,105511.47539935644
1765,193856.12290637582
1766,196366.34073124506
1767,233374.5408129958
1768,135076.11386414611
1769,161158.01647286612
1770,144824.17719428323
1771,117935.02551342678
1772,145302.74375854785
1773,117155.43131581761
1774,153192.99721027643
1775,135251.83653462928
1776,126413.80806284744
1777,113925.1928307455
1778,144508.54591558132
1779,117633.92911199882
1780,159738.90926474403
1781,120704.66695165854
1782,69595.12683487996
1783,128614.27214499588
1784,88779.88532341577
1785,126319.47785258232
1786,125764.0223230814
1787,150444.9760006038
1788,60630.94376517643
1789,102027.58321970903
1790,53100.61392217083
1791,197176.91752449158
1792,169242.6676751019
1793,129305.81606315705
1794,160560.37273374604
1795,148988.70903758545
1796,128179.94060731053
1797,123320.92586413154
