Id,SalePrice
1461,115244.56748198775
1462,158287.9328635154
1463,189119.659092086
1464,200818.79595002916
1465,184941.3555208486
1466,170778.96626764646
1467,178518.39704867065
1468,161162.70280756286
1469,198048.12235681995
1470,117015.93701627251
1471,185928.59163156853
1472,95188.04902465589
1473,94280.94409127883
1474,145494.1397215393
1475,111212.98755841618
1476,351303.2559459664
1477,243913.69218497304
1478,292536.15453180886
1479,282022.5692445086
1480,491014.1043726643
1481,316724.12930295465
1482,206479.72512301413
1483,180491.38524813578
1484,160534.8765518468
1485,185316.64005053753
1486,193625.99182899517
1487,331337.9468811101
1488,244383.4221232425
1489,195497.37549977732
1490,246118.7148741827
1491,193928.75396121995
1492,93303.70965323318
1493,190281.1785317092
1494,295678.06932982564
1495,281199.2686902703
1496,237119.50840013055
1497,186323.1919377863
1498,166946.69754373757
1499,159839.8884063669
1500,156552.72567814044
1501,182829.12166564478
1502,140205.90734848648
1503,292161.49910732993
1504,240281.24428313377
1505,227250.95060068768
1506,188892.71283993626
1507,256975.42840358088
1508,203331.85926568718
1509,160173.0311485203
1510,144564.1132173122
1511,147887.27720607148
1512,174398.4251524191
1513,153270.49558823087
1514,155702.30469310432
1515,200891.04355871002
1516,150859.30476981413
1517,174424.8787295171
1518,129912.7068138267
1519,215980.37198952172
1520,124644.44346388038
1521,131525.57146851945
1522,178211.77065256285
1523,111866.37406371659
1524,129730.62593548371
1525,122143.19906397855
1526,114245.28549105163
1527,109351.08986430638
1528,139302.26209036785
1529,148358.45921864136
1530,193474.90450320457
1531,106727.73811530137
1532,98905.02370122739
1533,151820.0652526488
1534,123855.59140665337
1535,154792.58850945527
1536,107075.35793971972
1537,61432.62817539703
1538,156077.14890636443
1539,197069.85036931344
1540,98730.17025914072
1541,139509.54601969957
1542,137524.2026301462
1543,189835.9075232083
1544,86729.63549506538
1545,117137.00394680734
1546,124732.70141431372
1547,123784.87712485407
1548,139196.3419754302
1549,113798.54210247229
1550,128016.60078146787
1551,110411.55202649688
1552,136051.2740625693
1553,146854.30468583564
1554,116798.67535754209
1555,163617.45645931805
1556,87117.42849634979
1557,105365.7699735094
1558,99155.59599657835
1559,75930.87909855042
1560,127699.27904475073
1561,130297.27247231605
1562,127541.94741197898
1563,121698.80464819138
1564,161873.69458298673
1565,144433.40746534488
1566,252027.82163276064
1567,81771.85155490667
1568,236819.7384236294
1569,128893.55169511236
1570,134296.2046191254
1571,115955.90343385233
1572,147454.12621398072
1573,247882.4538628937
1574,125049.18581173183
1575,239759.64557221308
1576,250958.43826161968
1577,177838.37554455953
1578,146478.09856959997
1579,144396.39298367765
1580,193759.5265703698
1581,158916.02416199044
1582,125371.08842256176
1583,290563.26498311816
1584,220459.65016388448
1585,135991.72632315345
1586,69824.53629913891
1587,104495.48191248495
1588,152290.2005248307
1589,97927.6659921009
1590,133821.68559101064
1591,94363.03516058876
1592,117916.2171297607
1593,120505.87352401238
1594,138224.75898124537
1595,105688.24969420633
1596,223745.0235127653
1597,196726.16126652673
1598,222818.60330835768
1599,168628.12782990924
1600,157713.61650158998
1601,70119.81295447143
1602,111439.60229204166
1603,89431.35128356273
1604,247202.18538422216
1605,240131.8527456552
1606,168074.9663107186
1607,170581.54258104978
1608,207641.66741559102
1609,179012.1929122575
1610,148907.24713265084
1611,135058.53221846852
1612,174991.09489281158
1613,170921.06482919442
1614,123418.22415694225
1615,92435.32372374869
1616,78614.78953648206
1617,93446.38800844077
1618,125196.69222378527
1619,138667.80540873477
1620,153687.664418604
1621,135510.2633379328
1622,143348.4445989463
1623,255136.0262817191
1624,215638.62743449502
1625,116280.65824557355
1626,169512.66262535434
1627,193075.05864068985
1628,289583.68795799086
1629,176715.86578411318
1630,331953.97786454175
1631,213739.61057451216
1632,231911.17668969484
1633,168405.54131638896
1634,185363.55717688854
1635,171691.99992596594
1636,149422.5208464172
1637,211575.48305174304
1638,187645.31587101982
1639,189968.6591544177
1640,256945.0804505765
1641,185030.79690705016
1642,239715.94495378033
1643,217270.53587408515
1644,231367.99169095932
1645,212858.03797280483
1646,158994.21240551205
1647,157167.95250080575
1648,128278.07464503856
1649,139295.46400101305
1650,113764.23976178514
1651,122137.68570367372
1652,97338.72734100351
1653,98311.10391059294
1654,144743.03162160367
1655,132419.17351800174
1656,140049.84259801847
1657,148435.73130200518
1658,146879.37171469766
1659,120900.40313864664
1660,156098.7584043959
1661,442964.2857058057
1662,422934.64622411196
1663,376124.86085000826
1664,477850.7756684773
1665,308770.38659949176
1666,332165.19462609343
1667,400118.1643408645
1668,334344.7024444599
1669,298413.31313303334
1670,343222.9963666008
1671,261400.53317592983
1672,417916.48031537415
1673,287378.9849411665
1674,241095.0930779709
1675,198491.84383578587
1676,193018.9140363781
1677,220049.36438754963
1678,471098.5224713043
1679,378103.5792840698
1680,328089.2599468296
1681,250443.9795464661
1682,311898.66074596124
1683,183921.50934225388
1684,172368.95445246057
1685,171021.51039708755
1686,169820.5199812909
1687,168140.43882278452
1688,187174.10340814688
1689,191814.97972760876
1690,194065.2304355998
1691,179959.64307025634
1692,258865.11117223374
1693,161548.68033765448
1694,182335.66583085267
1695,162291.17201840004
1696,274809.1324006305
1697,170406.13650526476
1698,340761.4852107344
1699,321805.367525759
1700,256987.4266105718
1701,271197.01365356013
1702,246535.00783709693
1703,243210.08014549295
1704,283415.0366271527
1705,239599.2074684312
1706,419729.8349203051
1707,208967.48804794013
1708,200937.75746532704
1709,265702.2238484987
1710,221287.07604139368
1711,272098.0426828134
1712,252550.67680335508
1713,281111.7703271308
1714,221673.68387263184
1715,203927.87054140793
1716,186416.2048951838
1717,169942.82240907126
1718,140692.52416447116
1719,203045.70830145507
1720,242663.501623678
1721,162379.19835017784
1722,128701.25533087179
1723,156370.11619528948
1724,205009.51020165434
1725,240248.08084808933
1726,178815.79847544493
1727,155687.2277333136
1728,165393.40078981873
1729,164626.7288434305
1730,159528.92297471562
1731,119369.62606315763
1732,129887.51197488578
1733,114811.43127273892
1734,125681.9830072294
1735,124928.767856868
1736,107101.8068813818
1737,305314.01153176744
1738,251815.95616514262
1739,261718.73362001244
1740,222233.9898074198
1741,198156.53499286482
1742,177682.32647427113
1743,175032.77066728543
1744,353629.4564982883
1745,218463.50799141498
1746,184771.5739904551
1747,217553.73147842972
1748,228926.72992340458
1749,135870.22271665125
1750,129551.40150392358
1751,250577.18534925053
1752,115675.68934455495
1753,150309.0605876494
1754,194105.66519683882
1755,171555.403555661
1756,134432.20017250814
1757,120327.38112085505
1758,147433.45333630918
1759,161933.15174938668
1760,162166.2863973106
1761,144191.2019160119
1762,187251.3667955532
1763,183132.36040857
1764,111667.86005329466
1765,183260.75194918332
1766,188286.77426895942
1767,247176.19056918577
1768,146731.3813337973
1769,175673.38679484234
1770,154458.6472788433
1771,123360.75344102144
1772,124665.53785489338
1773,128458.09736941797
1774,149296.83842369964
1775,138469.17947418385
1776,124383.08451935135
1777,108935.10484502817
1778,148287.15827869473
1779,117403.02301230322
1780,171989.27524397563
1781,132173.90364986914
1782,87490.61132275328
1783,141844.9542587464
1784,107329.62075539627
1785,129664.45249179532
1786,169844.38756832117
1787,162881.78267709113
1788,64361.760251964064
